origins,destinations,path,free_flow_time
19,17,-282689985#1 282689985#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 101418592 101418584#2 101418584#3 101418584#4 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -120512823#1 -120512823#0 -101609498#5 -101609498#4 -101609498#3 -101609498#2 -101609498#1 -101608959,4.255385048187742
19,17,-282689985#1 282689985#1 162276533#0 162276533#1 162276533#2 -1323419243 -16648700 42762427 659281081#0 659281081#1 100525445 -416373452 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 336863927#2 101608827 -101609498#1 -101608959,4.547644356518706
20,18,526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,1.8169067627050821
20,18,526438862#2 1200809292 868087112 526439431#0 526439431#1 42762429 1323419247 -1323419247 1323419246 184568063 76867740 1323419243 -1323419243,2.0521808723489396
20,18,526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5 47374666 -42762427 16648700 1323419243 -1323419243,1.895889470896272
20,48,526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1,2.2820266047383666
20,48,526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1,1.795374017137452
20,48,526438862#2 1200809292 868087112 526439431#0 526439431#1 623959719 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1,2.1373901756526945
21,15,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374680#4 47374680#5 101746498#0 101746498#1 101746498#2 -101746498#2,2.706737946977352
21,15,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 -47374680#3 -47374680#2 101415865#0 -101749449#1 101746514 -101746498#2,2.8455075801005796
21,15,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374680#4 47374664 -47374664 47374680#5 101746498#0 101746498#1 101746498#2 -101746498#2,3.7656415084019215
21,39,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374680#4 47374664 -47374664,2.194393009002162
21,39,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374665#0 47374666 659281081#0 1323419244 76867740 1323419243 120511145 47374680#0 47374680#1 47374680#2 47374680#3 47374680#4 47374664 -47374664,4.571150617691747
21,39,71324347#0 71324347#1 71324347#2 71324347#3 71324347#4 71324347#5 -47374665#1 47374665#0 47374666 -42762427 16648700 1323419243 120511145 47374680#0 47374680#1 47374680#2 47374680#3 47374680#4 47374664 -47374664,4.361866904206353
22,19,297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 283490977#1 -173532317#3 -101786553#2 -101786553#1 -101787498,4.275836382069027
22,19,297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -101786553#2 -101786553#1 -101787498,4.30902965937995
22,19,297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 162276533#2 120511145 283490977#1 -173532317#3 -101786553#2 -101786553#1 -101787498,5.11042154802886
23,5,-47374665#1 47374665#0 47374666 659281081#0 659281081#1 100525445 -416373452 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.271609223735177
23,5,-47374665#1 47374665#0 47374666 659281081#0 659281081#1 100525445 -416373452 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659928 1164659929 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 100525438#0 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.282933753547102
23,5,-47374665#1 47374665#0 47374666 659281081#0 659281081#1 100525445 -416373452 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659926 120512822 -133906979 -133906980 -282479126 -100468681#8 -100468681#7 -100468681#6 -100468681#5 -100468681#4 -100468681#3 -100468681#2 -100468681#1 -100468681#0,4.784956636134262
24,12,-297823024 297823024 297823019#4 297823017 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,3.2322035941806533
24,12,-297823024 297823024 297823019#4 297823017 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 100468681#4 100468681#5 100468681#6 100525438#0 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,2.9824455340091403
24,12,-297823024 297823024 297823019#4 297823017 372606529#1 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 659278038#3 100475365#0 100475365#1,3.454272421711666
24,20,-297823024 297823024 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,5.13707102711495
24,20,-297823024 297823024 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,5.103877749804026
24,20,-297823024 297823024 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 162276533#2 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,5.938462915763859
25,21,-100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -101611601,1.780484720886195
25,21,-100488715#4 101418592 -101418592 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -101611601,1.8895041962069208
25,21,-100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 464265154 120511142#1 75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -101611599 101611599 -372606529#3 -101611601,1.9270409963841553
25,29,-100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 464265154 120511142#1 75421017 619185406 619184994 -619184994,1.1947904431751102
25,29,-100488715#4 101418592 -101418592 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 -619184994,1.303809918495836
25,29,-100488715#4 -100488715#3 100488715#3 101418592 -101418592 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 -619184994,2.003689870476628
25,77,-100488715#4 100488715#4 120829754 101605951#5 -101605951#5,1.0748386272793065
25,77,-100488715#4 -100488715#3 100488715#3 100488715#4 100488715#5 -100488715#5 120829754 101605951#5 -101605951#5,1.948988287143252
25,77,-100488715#4 101418592 -101418592 100488715#4 120829754 101605951#5 -101605951#5,1.1797462346707153
26,2,868087112 526439431#0 526439431#1 42762429 1323419246 -416373452 416373452,0.8979219189475646
26,2,868087112 526439431#0 526439431#1 697042776#0 -697042776#1 42762429 1323419246 -416373452 416373452,0.9068254803721344
26,2,868087112 526439431#0 526439431#1 42762429 -120511142#2 120511142#2 1323419246 -100525445 100525445 -416373452 416373452,1.3253728993397216
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,2.092265862428485
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,3.3398081622857934
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419247 -1323419247 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,2.3275399720723424
27,9,75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,0.9960184073629451
27,9,75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -101611600 101611600 -372606529#5 -372606529#4,1.1742521486636412
27,9,75421017 619185406 619184994 -619184994 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,1.9324129651860744
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,2.0738295318127253
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -1323419243,2.040636254501801
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 -120511142#2 120511142#2 1323419246 -100525445 100525445 184568063 76867740 1323419243 -1323419243,2.501280512204882
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,2.044081621129373
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.8011644542626264
27,22,75421017 -282689984#1 101594826 -101594826 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,2.328615434654784
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,2.2760402699863507
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 416405090 -416405090 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,3.7233404859690724
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 -101605948 101605948 101605951#1 -101606546 101606547#1,2.568840845940274
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 416409191#0 -416409191#0,1.240964722822174
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 -416409190 -416409191#1 -416409191#0,0.7125749940004799
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -416409192#8 -416409190 -416409191#1 -416409191#0,1.6664266858651307
29,24,-282689975#2 -282689975#1 -282689975#0 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 -336863934 -101594809#0 -101594836#0,1.9542370007758318
29,24,-282689975#2 -282689975#1 -282689975#0 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 101594812#2 -101594836#1 -101594836#0,1.6803674529567043
29,24,-282689975#2 -282689975#1 -282689975#0 -352797377 352797377 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 -336863934 -101594809#0 -101594836#0,3.9201233553176493
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 -47374680#4 -47374680#3 -47374680#2 -47374680#1 -47374680#0 283490977#1 120511144#0 -101752970#2,3.0134803237349654
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 -101746498#0 -47374680#5 -47374680#4 -47374680#3 47374680#3 47374680#4 47374680#5 47374680#6 47374680#7 -101749451 101749451 47374680#8 -101411571#0 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 120511144#0 -101752970#2,6.27448023125737
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 120511144#0 -101752970#2,4.122379621394994
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.0971431049021483
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 -659278038#2 659278038#2 659278038#3 100475365#0 100475365#1,1.2768950056624522
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 -101601832#2 101601832#2 659278038#3 100475365#0 100475365#1,1.4135817898073557
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 120829754 -101605951#4 -101605951#3 -101605951#2 -101606546 101606547#1,2.3163003955719366
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 120829754 -101605951#4 -101605951#3 -101605951#2 -101606546 101606547#1,2.421401874608476
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,1.5986977368341146
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.3803325649914393
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.1374153981246926
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 101600741#0 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.5559428090890783
32,25,-100468675#0 100468664 100468672#2 100468667 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,1.8868539784524316
32,25,-100468675#0 100468675#0 100468675#1 100468675#2 100468675#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,2.3103645777965616
32,25,-100468675#0 100468664 100468672#2 100468667 100468681#0 100468681#1 100468681#2 100468681#3 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,2.000988847662895
33,5,-416409190 416409190 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.068231646176857
33,5,-416409190 -416409191#1 -416409191#0 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,4.884214367559147
33,5,-416409190 416409190 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 101605219 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.1601542179413435
34,26,297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -71324343#0,2.697563215350935
34,26,297823019#3 297823019#4 297823017 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 71324343#0 -71324343#0,2.124996794974289
34,26,297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 -372606529#7 -101611066 101611066 -372606529#6 -101611600 101611600 -372606529#5 -372606529#4 -372606529#3 -372606529#2 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 71324343#0 -71324343#0,3.402910408223765
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.181130148243602
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.110417471524246
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 463830226#1 -679068326#3 679068326#3 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.739173365530517
35,20,-297823017 297823019#1 297823019#2 297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,4.950936573333438
35,20,-297823017 297823019#1 297823019#2 297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 -47374680#0 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,5.037291115150165
35,20,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 -619184994 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,5.02322636758087
35,27,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3,1.540882414880999
35,27,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3,1.4701697381616432
35,27,-297823017 297823019#1 297823023#0 297823021 297823022#1 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3,1.191338205548598
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.383692166571452
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.3845124947027045
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101600741#4 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.557781802425794
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,3.2808006639318923
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.784393159245352
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.9220701450864848
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 -101749458#0,3.551533039421671
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 -101749458#0,4.0479405441082115
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 100525445 184568063 1323419245 16648700 1323419243 120511145 47374680#0 101749458#0 -101749458#0,4.32543154050677
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.3679495124183583
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.3687698405496107
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607965 -120512823#1 -120512823#0 -101609498#5 -101609498#4 -101609498#3 101608828 -101608828,2.5109098210918637
36,74,-100468681#0 100468665 100468672#4 100468679 -23887076#3 -23887076#2,0.4560256295607963
36,74,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 -101601561 101601561 101601553#0 101601553#1 -101601553#1 -101601553#0 -101600741#3 -101601551 101601551 -101600741#2 -101600741#1 -101601563 101601563 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0 100468664 100468672#2 100468672#3 100468672#4 100468679 -23887076#3 -23887076#2,3.973511327943821
36,74,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 -100468681#4 -100468681#3 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278036#0 -416412034 659278036#2 -101601559 101601559 659278036#3 101600741#0 -101600741#0 -100468675#3 -100468675#2 -101599070 101599070 -100468675#1 -100468675#0 100468664 100468672#2 100468672#3 100468672#4 100468679 -23887076#3 -23887076#2,4.687224775885993
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -416375814 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.026448160257624
